Brand,Item Number,Item Name,Warehouse,On Hand,Available,Reserved,In Transit,On Sales Order,On Purchase Order
,10001-3U4M8W10 CrocsClassic Clog CLR- Lime Zest/191448650480 Size M8 W10,10001-3U4M8W10 CrocsClassic Clog CLR- Lime Zest/191448650480 Size M8 W10,FBALYB Amazon,-15,-15,0,12,0,0
,10001-3U4M9W11 CrocsClassic Clog CLR- Lime Zest/191448650497 Size M9 W11,10001-3U4M9W11 CrocsClassic Clog CLR- Lime Zest/191448650497 Size M9 W11,FBALYB Amazon,19,18,1,0,1,0
,10001-410M10W12 CrocsClassic Clog CLR- Navy/841158002757 Size M10 W12,10001-410M10W12 CrocsClassic Clog CLR- Navy/841158002757 Size M10 W12,Default Ridgefield,1,1,0,0,0,0
,10001-410M10W12 CrocsClassic Clog CLR- Navy/841158002757 Size M10 W12,10001-410M10W12 CrocsClassic Clog CLR- Navy/841158002757 Size M10 W12,FBALYB Amazon,-30,-30,0,0,0,0
,10001-410M11 CrocsClassic Clog CLR- Navy/841158002764 Size M11 W13,10001-410M11 CrocsClassic Clog CLR- Navy/841158002764 Size M11 W13,FBALYB Amazon,-4,-5,1,0,1,0
,10001-410M12 CrocsClassic Clog CLR- Navy/841158002771 Size M12 W14,10001-410M12 CrocsClassic Clog CLR- Navy/841158002771 Size M12 W14,Default Ridgefield,1,1,0,0,0,0
,10001-410M12 CrocsClassic Clog CLR- Navy/841158002771 Size M12 W14,10001-410M12 CrocsClassic Clog CLR- Navy/841158002771 Size M12 W14,FBALYB Amazon,-3,-4,1,0,1,0
,10001-410M4W6 CrocsClassic Clog CLR- Navy/841158002696 Size M4 W6,10001-410M4W6 CrocsClassic Clog CLR- Navy/841158002696 Size M4 W6,FBALYB Amazon,90,87,3,0,3,0
,10001-410M5W7 CrocsClassic Clog CLR- Navy/841158002702 Size M5 W7,10001-410M5W7 CrocsClassic Clog CLR- Navy/841158002702 Size M5 W7,FBALYB Amazon,-76,-97,21,36,21,0
,10001-410M6W8 CrocsClassic Clog CLR- Navy/841158002719 Size M6 W8,10001-410M6W8 CrocsClassic Clog CLR- Navy/841158002719 Size M6 W8,FBALYB Amazon,-24,-47,23,0,23,0
,10001-410M7W9 CrocsClassic Clog CLR- Navy/841158002726 Size M7 W9,10001-410M7W9 CrocsClassic Clog CLR- Navy/841158002726 Size M7 W9,Default Ridgefield,1,1,0,0,0,0
,10001-410M7W9 CrocsClassic Clog CLR- Navy/841158002726 Size M7 W9,10001-410M7W9 CrocsClassic Clog CLR- Navy/841158002726 Size M7 W9,FBALYB Amazon,-43,-47,4,0,4,0
,10001-410M8W10 CrocsClassic Clog CLR- Navy/841158002733 M8 W10,10001-410M8W10 CrocsClassic Clog CLR- Navy/841158002733 M8 W10,FBALYB Amazon,-15,-18,3,0,3,0
,10001-410M9W11 CrocsClassic Clog CLR- Navy/841158002740 Size M9 W11,10001-410M9W11 CrocsClassic Clog CLR- Navy/841158002740 Size M9 W11,Default Ridgefield,1,1,0,0,0,0
,10001-410M9W11 CrocsClassic Clog CLR- Navy/841158002740 Size M9 W11,10001-410M9W11 CrocsClassic Clog CLR- Navy/841158002740 Size M9 W11,FBALYB Amazon,-6,-6,0,0,0,0
,10001-4JLM10W12 CrocsClassic Clog CLR- Bright Cobalt/191448383869 Size M10 W12,10001-4JLM10W12 CrocsClassic Clog CLR- Bright Cobalt/191448383869 Size M10 W12,FBALYB Amazon,18,9,9,0,9,0
,10001-4JLM12 CrocsClassic Clog CLR- Bright Cobalt/191448383883 Size M12 W14,10001-4JLM12 CrocsClassic Clog CLR- Bright Cobalt/191448383883 Size M12 W14,FBALYB Amazon,-3,-4,1,0,1,0
,10001-4JLM4W6 CrocsClassic Clog CLR- Bright Cobalt/191448383944 Size M4 W6,10001-4JLM4W6 CrocsClassic Clog CLR- Bright Cobalt/191448383944 Size M4 W6,Default Ridgefield,17,17,0,0,0,0
,10001-4JLM4W6 CrocsClassic Clog CLR- Bright Cobalt/191448383944 Size M4 W6,10001-4JLM4W6 CrocsClassic Clog CLR- Bright Cobalt/191448383944 Size M4 W6,FBALYB Amazon,-14,-17,3,8,3,0
,10001-4JLM5W7 CrocsClassic Clog CLR- Bright Cobalt/191448383951 Size M5 W7,10001-4JLM5W7 CrocsClassic Clog CLR- Bright Cobalt/191448383951 Size M5 W7,FBALYB Amazon,222,209,13,0,13,0
,10001-4JLM6W8 CrocsClassic Clog CLR- Bright Cobalt/191448383968 Size M6 W8,10001-4JLM6W8 CrocsClassic Clog CLR- Bright Cobalt/191448383968 Size M6 W8,Default Ridgefield,1,1,0,0,0,0
,10001-4JLM6W8 CrocsClassic Clog CLR- Bright Cobalt/191448383968 Size M6 W8,10001-4JLM6W8 CrocsClassic Clog CLR- Bright Cobalt/191448383968 Size M6 W8,FBALYB Amazon,128,119,9,0,9,0
,10001-4JLM7W9 CrocsClassic Clog CLR- Bright Cobalt/191448383975 Size M7 W9,10001-4JLM7W9 CrocsClassic Clog CLR- Bright Cobalt/191448383975 Size M7 W9,FBALYB Amazon,-6,-9,3,0,3,0
,10001-4JLM8W10 CrocsClassic Clog CLR- Bright Cobalt/191448383982 Size M8 W10,10001-4JLM8W10 CrocsClassic Clog CLR- Bright Cobalt/191448383982 Size M8 W10,FBALYB Amazon,40,29,11,0,11,0
,10001-4JLM9W11 CrocsClassic Clog CLR- Bright Cobalt/191448383999 Size M9 W11,10001-4JLM9W11 CrocsClassic Clog CLR- Bright Cobalt/191448383999 Size M9 W11,Default Ridgefield,1,1,0,0,0,0
,10001-4JLM9W11 CrocsClassic Clog CLR- Bright Cobalt/191448383999 Size M9 W11,10001-4JLM9W11 CrocsClassic Clog CLR- Bright Cobalt/191448383999 Size M9 W11,FBALYB Amazon,-7,-9,2,0,2,0
,10001-4JQM10W12 CrocsClassic Clog CLR- Mineral Blue/191448650626 Size M10 W12,10001-4JQM10W12 CrocsClassic Clog CLR- Mineral Blue/191448650626 Size M10 W12,FBALYB Amazon,-1,-1,0,0,0,0
,10001-4JQM11 CrocsClassic Clog CLR- Mineral Blue/191448650633 Size M11 W13,10001-4JQM11 CrocsClassic Clog CLR- Mineral Blue/191448650633 Size M11 W13,FBALYB Amazon,-2,-2,0,0,0,0
,10001-4JQM5W7 CrocsClassic Clog CLR- Mineral Blue/191448650732 Size M5 W7,10001-4JQM5W7 CrocsClassic Clog CLR- Mineral Blue/191448650732 Size M5 W7,FBALYB Amazon,-1,-1,0,0,0,0
,10001-4JQM6W8 CrocsClassic Clog CLR- Mineral Blue/191448650749 Size M6 W8,10001-4JQM6W8 CrocsClassic Clog CLR- Mineral Blue/191448650749 Size M6 W8,FBALYB Amazon,-3,-3,0,0,0,0
,10001-4JQM7W9 CrocsClassic Clog CLR- Mineral Blue/191448650756 Size M7 W9,10001-4JQM7W9 CrocsClassic Clog CLR- Mineral Blue/191448650756 Size M7 W9,FBALYB Amazon,-3,-3,0,0,0,0
,10001-4JQM8W10 CrocsClassic Clog CLR- Mineral Blue/191448650763 Size M8 W10,10001-4JQM8W10 CrocsClassic Clog CLR- Mineral Blue/191448650763 Size M8 W10,FBALYB Amazon,-4,-4,0,0,0,0
,10001-4JQM9W11 CrocsClassic Clog CLR- Mineral Blue/191448650770 Size M9 W11,10001-4JQM9W11 CrocsClassic Clog CLR- Mineral Blue/191448650770 Size M9 W11,FBALYB Amazon,-2,-2,0,0,0,0
,10001-4O9M10W12 CrocsClassic Clog CLR- Ice Blue/887350963649 M10 W12,10001-4O9M10W12 CrocsClassic Clog CLR- Ice Blue/887350963649 M10 W12,FBALYB Amazon,-3,-3,0,0,0,0
,10001-4O9M11 CrocsClassic Clog CLR- Ice Blue/887350963656 Size M11 W13,10001-4O9M11 CrocsClassic Clog CLR- Ice Blue/887350963656 Size M11 W13,FBALYB Amazon,-2,-2,0,0,0,0
,10001-4O9M12 CrocsClassic Clog CLR- Ice Blue/887350963663 Size M12 W14,10001-4O9M12 CrocsClassic Clog CLR- Ice Blue/887350963663 Size M12 W14,FBALYB Amazon,-1,-1,0,0,0,0
,10001-4O9M4W6 CrocsClassic Clog CLR- Ice Blue/887350968323 Size M4 W6,10001-4O9M4W6 CrocsClassic Clog CLR- Ice Blue/887350968323 Size M4 W6,FBALYB Amazon,-8,-8,0,0,0,0
,10001-4O9M5W7 CrocsClassic Clog CLR- Ice Blue/887350968330 Size M5 W7,10001-4O9M5W7 CrocsClassic Clog CLR- Ice Blue/887350968330 Size M5 W7,Default Ridgefield,5,5,0,0,0,0
,10001-4O9M5W7 CrocsClassic Clog CLR- Ice Blue/887350968330 Size M5 W7,10001-4O9M5W7 CrocsClassic Clog CLR- Ice Blue/887350968330 Size M5 W7,FBALYB Amazon,-18,-24,6,0,6,0
,10001-4O9M6W8 CrocsClassic Clog CLR- Ice Blue/887350968347 Size M6 W8,10001-4O9M6W8 CrocsClassic Clog CLR- Ice Blue/887350968347 Size M6 W8,Default Ridgefield,6,6,0,0,0,0
,10001-4O9M6W8 CrocsClassic Clog CLR- Ice Blue/887350968347 Size M6 W8,10001-4O9M6W8 CrocsClassic Clog CLR- Ice Blue/887350968347 Size M6 W8,FBALYB Amazon,-23,-24,1,0,1,0
,10001-4O9M7W9 CrocsClassic Clog CLR- Ice Blue/887350968354 Size M7 W9,10001-4O9M7W9 CrocsClassic Clog CLR- Ice Blue/887350968354 Size M7 W9,FBALYB Amazon,-22,-25,3,0,3,0
,10001-4O9M8W10 CrocsClassic Clog CLR- Ice Blue/887350968361 Size M8 W10,10001-4O9M8W10 CrocsClassic Clog CLR- Ice Blue/887350968361 Size M8 W10,FBALYB Amazon,-7,-10,3,0,3,0
,10001-4O9M9W11 CrocsClassic Clog CLR- Ice Blue/887350968378 Size M9 W11,10001-4O9M9W11 CrocsClassic Clog CLR- Ice Blue/887350968378 Size M9 W11,Default Ridgefield,1,1,0,0,0,0
,10001-4O9M9W11 CrocsClassic Clog CLR- Ice Blue/887350968378 Size M9 W11,10001-4O9M9W11 CrocsClassic Clog CLR- Ice Blue/887350968378 Size M9 W11,FBALYB Amazon,-10,-10,0,0,0,0
,10001-4SLM10W12 CrocsClassic Clog CLR- Digital Aqua/191448650947 Size M10 W12,10001-4SLM10W12 CrocsClassic Clog CLR- Digital Aqua/191448650947 Size M10 W12,FBALYB Amazon,-2,-2,0,0,0,0
,10001-4SLM11 CrocsClassic Clog CLR- Digital Aqua/191448650954 Size M11 W13,10001-4SLM11 CrocsClassic Clog CLR- Digital Aqua/191448650954 Size M11 W13,FBALYB Amazon,-2,-2,0,0,0,0
,10001-4SLM5W7 CrocsClassic Clog CLR- Digital Aqua/191448651050 Size M5 W7,10001-4SLM5W7 CrocsClassic Clog CLR- Digital Aqua/191448651050 Size M5 W7,FBALYB Amazon,-2,-2,0,0,0,0
,10001-4SLM6W8 CrocsClassic Clog CLR- Digital Aqua/191448651067 Size M6 W8,10001-4SLM6W8 CrocsClassic Clog CLR- Digital Aqua/191448651067 Size M6 W8,FBALYB Amazon,-2,-2,0,0,0,0
,10001-4SLM7W9 CrocsClassic Clog CLR- Digital Aqua/191448651074 Size M7 W9,10001-4SLM7W9 CrocsClassic Clog CLR- Digital Aqua/191448651074 Size M7 W9,FBALYB Amazon,-3,-3,0,0,0,0
,10001-4SLM8W10 CrocsClassic Clog CLR- Digital Aqua/191448651081 Size M8 W10,10001-4SLM8W10 CrocsClassic Clog CLR- Digital Aqua/191448651081 Size M8 W10,FBALYB Amazon,-1,-1,0,0,0,0
,10001-518M11 CrocsClassic Clog CLR- Neon Purple/191448616585 Size M11 W13,10001-518M11 CrocsClassic Clog CLR- Neon Purple/191448616585 Size M11 W13,FBALYB Amazon,-1,-1,0,0,0,0
,10001-518M12 CrocsClassic Clog CLR- Neon Purple/191448616592 Size M12 W14,10001-518M12 CrocsClassic Clog CLR- Neon Purple/191448616592 Size M12 W14,FBALYB Amazon,-3,-3,0,0,0,0
,10001-518M4W6 CrocsClassic Clog CLR- Neon Purple/191448260771 Size M4 W6,10001-518M4W6 CrocsClassic Clog CLR- Neon Purple/191448260771 Size M4 W6,Default Ridgefield,1,1,0,0,0,0
,10001-518M4W6 CrocsClassic Clog CLR- Neon Purple/191448260771 Size M4 W6,10001-518M4W6 CrocsClassic Clog CLR- Neon Purple/191448260771 Size M4 W6,FBALYB Amazon,-1,-3,2,0,2,0
,10001-518M5W7 CrocsClassic Clog CLR- Neon Purple/191448260788 Size M5 W7,10001-518M5W7 CrocsClassic Clog CLR- Neon Purple/191448260788 Size M5 W7,FBALYB Amazon,-31,-33,2,0,2,0
,10001-518M6W8 CrocsClassic Clog CLR- Neon Purple/191448260795 Size M6 W8,10001-518M6W8 CrocsClassic Clog CLR- Neon Purple/191448260795 Size M6 W8,FBALYB Amazon,-25,-28,3,0,3,0
,10001-518M7W9 CrocsClassic Clog CLR- Neon Purple/191448260801 Size M7 W9,10001-518M7W9 CrocsClassic Clog CLR- Neon Purple/191448260801 Size M7 W9,FBALYB Amazon,4,-10,14,0,14,0
,10001-518M8W10 CrocsClassic Clog CLR- Neon Purple/191448260818 Size M8 W10,10001-518M8W10 CrocsClassic Clog CLR- Neon Purple/191448260818 Size M8 W10,Default Ridgefield,1,1,0,0,0,0
,10001-518M8W10 CrocsClassic Clog CLR- Neon Purple/191448260818 Size M8 W10,10001-518M8W10 CrocsClassic Clog CLR- Neon Purple/191448260818 Size M8 W10,FBALYB Amazon,-7,-12,5,0,5,0
,10001-518M9W11 CrocsClassic Clog CLR- Neon Purple/191448260825 Size M9 W11,10001-518M9W11 CrocsClassic Clog CLR- Neon Purple/191448260825 Size M9 W11,FBALYB Amazon,-5,-5,0,0,0,0
,10001-530M10W12 CrocsClassic Clog CLR- Lavender/841158099658 Size M10 W12,10001-530M10W12 CrocsClassic Clog CLR- Lavender/841158099658 Size M10 W12,FBALYB Amazon,-4,-4,0,0,0,0
,10001-530M11 CrocsClassic Clog CLR- Lavender/191448616431 Size M11 W13,10001-530M11 CrocsClassic Clog CLR- Lavender/191448616431 Size M11 W13,FBALYB Amazon,-3,-3,0,0,0,0
,10001-530M12 CrocsClassic Clog CLR- Lavender/191448616448 Size M12 W14,10001-530M12 CrocsClassic Clog CLR- Lavender/191448616448 Size M12 W14,FBALYB Amazon,-26,-26,0,24,0,0
,10001-530M4W6 CrocsClassic Clog CLR- Lavender/841158099597 Size M4 W6,10001-530M4W6 CrocsClassic Clog CLR- Lavender/841158099597 Size M4 W6,FBALYB Amazon,-8,-8,0,0,0,0
,10001-530M5W7 CrocsClassic Clog CLR- Lavender/841158099603 Size M5 W7,10001-530M5W7 CrocsClassic Clog CLR- Lavender/841158099603 Size M5 W7,Default Ridgefield,1,1,0,0,0,0
,10001-530M5W7 CrocsClassic Clog CLR- Lavender/841158099603 Size M5 W7,10001-530M5W7 CrocsClassic Clog CLR- Lavender/841158099603 Size M5 W7,FBALYB Amazon,-19,-22,3,0,3,0
,10001-530M6W8 CrocsClassic Clog CLR- Lavender/841158099610 Size M6 W8,10001-530M6W8 CrocsClassic Clog CLR- Lavender/841158099610 Size M6 W8,Default Ridgefield,1,1,0,0,0,0
,10001-530M6W8 CrocsClassic Clog CLR- Lavender/841158099610 Size M6 W8,10001-530M6W8 CrocsClassic Clog CLR- Lavender/841158099610 Size M6 W8,FBALYB Amazon,-15,-19,4,0,4,0
,10001-530M7W9 CrocsClassic Clog CLR- Lavender/841158099627 Size M7 W9,10001-530M7W9 CrocsClassic Clog CLR- Lavender/841158099627 Size M7 W9,Default Ridgefield,5,5,0,0,0,0
,10001-530M7W9 CrocsClassic Clog CLR- Lavender/841158099627 Size M7 W9,10001-530M7W9 CrocsClassic Clog CLR- Lavender/841158099627 Size M7 W9,FBALYB Amazon,61,45,16,1,16,0
,10001-530M8W10 CrocsClassic Clog CLR- Lavender/841158099634 Size M8 W10,10001-530M8W10 CrocsClassic Clog CLR- Lavender/841158099634 Size M8 W10,FBALYB Amazon,-9,-11,2,0,2,0
,10001-530M9W11 CrocsClassic Clog CLR- Lavender/841158099641 Size M9 W11,10001-530M9W11 CrocsClassic Clog CLR- Lavender/841158099641 Size M9 W11,FBALYB Amazon,-5,-5,0,0,0,0
,10001-5PRM10W12 CrocsClassic Clog CLR- Orchid/191448651265 Size M10 W12,10001-5PRM10W12 CrocsClassic Clog CLR- Orchid/191448651265 Size M10 W12,FBALYB Amazon,-1,-1,0,0,0,0
,10001-5PRM11 CrocsClassic Clog CLR- Orchid/191448651272 Size M11 W13,10001-5PRM11 CrocsClassic Clog CLR- Orchid/191448651272 Size M11 W13,FBALYB Amazon,-1,-1,0,0,0,0
,10001-5PRM12 CrocsClassic Clog CLR- Orchid/191448651289 Size M12 W14,10001-5PRM12 CrocsClassic Clog CLR- Orchid/191448651289 Size M12 W14,FBALYB Amazon,4,4,0,0,0,0
,10001-5PRM4W6 CrocsClassic Clog CLR- Orchid/191448651326 Size M4 W6,10001-5PRM4W6 CrocsClassic Clog CLR- Orchid/191448651326 Size M4 W6,FBALYB Amazon,-2,-2,0,0,0,0
,10001-5PRM5W7 CrocsClassic Clog CLR- Orchid/191448651333 Size M5 W7,10001-5PRM5W7 CrocsClassic Clog CLR- Orchid/191448651333 Size M5 W7,Default Ridgefield,0,-18,18,0,0,0
,10001-5PRM5W7 CrocsClassic Clog CLR- Orchid/191448651333 Size M5 W7,10001-5PRM5W7 CrocsClassic Clog CLR- Orchid/191448651333 Size M5 W7,FBALYB Amazon,-1,-1,0,0,0,0
,10001-5PRM6W8 CrocsClassic Clog CLR- Orchid/191448651340 Size M6 W8,10001-5PRM6W8 CrocsClassic Clog CLR- Orchid/191448651340 Size M6 W8,FBALYB Amazon,-1,-1,0,0,0,0
,10001-5PRM7W9 CrocsClassic Clog CLR- Orchid/191448651357 Size M7 W9,10001-5PRM7W9 CrocsClassic Clog CLR- Orchid/191448651357 Size M7 W9,FBALYB Amazon,-1,-1,0,0,0,0
,10001-5PRM8W10 CrocsClassic Clog CLR- Orchid/191448651364 Size M8 W10,10001-5PRM8W10 CrocsClassic Clog CLR- Orchid/191448651364 Size M8 W10,FBALYB Amazon,-2,-2,0,0,0,0
,10001-669M10W12 CrocsClassic Clog CLR- Pink Lemonade/191448616394 Size M10 W12,10001-669M10W12 CrocsClassic Clog CLR- Pink Lemonade/191448616394 Size M10 W12,Default Ridgefield,2,2,0,0,0,0
,10001-669M10W12 CrocsClassic Clog CLR- Pink Lemonade/191448616394 Size M10 W12,10001-669M10W12 CrocsClassic Clog CLR- Pink Lemonade/191448616394 Size M10 W12,FBALYB Amazon,7,6,1,0,1,0
,10001-669M11 CrocsClassic Clog CLR- Pink Lemonade/191448616400 Size M11 W13,10001-669M11 CrocsClassic Clog CLR- Pink Lemonade/191448616400 Size M11 W13,FBALYB Amazon,-2,-2,0,0,0,0
,10001-669M12 CrocsClassic Clog CLR- Pink Lemonade/191448616417 Size M12 W14,10001-669M12 CrocsClassic Clog CLR- Pink Lemonade/191448616417 Size M12,FBALYB Amazon,0,0,0,23,0,0
,10001-669M4W6 CrocsClassic Clog CLR- Pink Lemonade/191448384149 Size M4 W6,10001-669M4W6 CrocsClassic Clog CLR- Pink Lemonade/191448384149 Size M4 W6,FBALYB Amazon,-3,-3,0,0,0,0
,10001-669M5W7 CrocsClassic Clog CLR- Pink Lemonade/191448384156 Size M5 W7,10001-669M5W7 CrocsClassic Clog CLR- Pink Lemonade/191448384156 Size M5 W7,FBALYB Amazon,-36,-36,0,36,0,0
,10001-669M6W8 CrocsClassic Clog CLR- Pink Lemonade/191448384163 Size M6 W8,10001-669M6W8 CrocsClassic Clog CLR- Pink Lemonade/191448384163 Size M6 W8,FBALYB Amazon,-4,-4,0,0,0,0
,10001-669M7W9 CrocsClassic Clog CLR- Pink Lemonade/191448384170 Size M7 W9,10001-669M7W9 CrocsClassic Clog CLR- Pink Lemonade/191448384170 Size M7 W9,FBALYB Amazon,-4,-4,0,0,0,0
,10001-669M8W10 CrocsClassic Clog CLR- Pink Lemonade/191448384187 Size M8 W10,10001-669M8W10 CrocsClassic Clog CLR- Pink Lemonade/191448384187 Size M8 W10,FBALYB Amazon,-1,-1,0,0,0,0
,10001-669M9W11 CrocsClassic Clog CLR- Pink Lemonade/191448384194 Size M9 W11,10001-669M9W11 CrocsClassic Clog CLR- Pink Lemonade/191448384194 Size M9 W11,FBALYB Amazon,-8,-8,0,0,0,0
,10001-6GDM11 CrocsClassic Clog CLR- Ballerina Pink/191448102798 Size M11 W13,10001-6GDM11 CrocsClassic Clog CLR- Ballerina Pink/191448102798 Size M11 W13,FBALYB Amazon,-1,-1,0,0,0,0
,10001-6GDM12 CrocsClassic Clog CLR- Ballerina Pink/191448102804 Size M12 W14,10001-6GDM12 CrocsClassic Clog CLR- Ballerina Pink/191448102804 Size M12 W14,FBALYB Amazon,-10,-10,0,0,0,0
,10001-6GDM4W6 CrocsClassic Clog CLR- Ballerina Pink/191448102866 Size M4 W6,10001-6GDM4W6 CrocsClassic Clog CLR- Ballerina Pink/191448102866 Size M4 W6,FBALYB Amazon,-1,-2,1,0,1,0
,10001-6GDM5W7 CrocsClassic Clog CLR- Ballerina Pink/191448102873 SIze M5 W7,10001-6GDM5W7 CrocsClassic Clog CLR- Ballerina Pink/191448102873 SIze M5 W7,Default Ridgefield,11,11,0,0,0,0
,10001-6GDM5W7 CrocsClassic Clog CLR- Ballerina Pink/191448102873 SIze M5 W7,10001-6GDM5W7 CrocsClassic Clog CLR- Ballerina Pink/191448102873 SIze M5 W7,FBALYB Amazon,207,183,24,1,24,0
,10001-6GDM6W8 CrocsClassic Clog CLR- Ballerina Pink/191448102880 Size M6 W8,10001-6GDM6W8 CrocsClassic Clog CLR- Ballerina Pink/191448102880 Size M6 W8,Default Ridgefield,3,3,0,0,0,0
,10001-6GDM6W8 CrocsClassic Clog CLR- Ballerina Pink/191448102880 Size M6 W8,10001-6GDM6W8 CrocsClassic Clog CLR- Ballerina Pink/191448102880 Size M6 W8,FBALYB Amazon,415,388,27,20,27,0
,10001-6GDM7W9 CrocsClassic Clog CLR- Ballerina Pink/191448102897 Size M7 W9,10001-6GDM7W9 CrocsClassic Clog CLR- Ballerina Pink/191448102897 Size M7 W9,Default Ridgefield,12,12,0,0,0,0
,10001-6GDM7W9 CrocsClassic Clog CLR- Ballerina Pink/191448102897 Size M7 W9,10001-6GDM7W9 CrocsClassic Clog CLR- Ballerina Pink/191448102897 Size M7 W9,FBALYB Amazon,67,59,8,9,8,0
,10001-6GDM8W10 CrocsClassic Clog CLR- Ballerina Pink/191448102903 Size M8 W10,10001-6GDM8W10 CrocsClassic Clog CLR- Ballerina Pink/191448102903 Size M8 W10,Default Ridgefield,12,12,0,0,0,0
,10001-6GDM8W10 CrocsClassic Clog CLR- Ballerina Pink/191448102903 Size M8 W10,10001-6GDM8W10 CrocsClassic Clog CLR- Ballerina Pink/191448102903 Size M8 W10,FBALYB Amazon,201,198,3,0,3,0
,10001-6GDM9W11 CrocsClassic Clog CLR- Ballerina Pink/191448102910 Size M9 W11,10001-6GDM9W11 CrocsClassic Clog CLR- Ballerina Pink/191448102910 Size M9 W11,Default Ridgefield,12,12,0,0,0,0
,10001-6GDM9W11 CrocsClassic Clog CLR- Ballerina Pink/191448102910 Size M9 W11,10001-6GDM9W11 CrocsClassic Clog CLR- Ballerina Pink/191448102910 Size M9 W11,FBALYB Amazon,-9,-10,1,0,1,0
,10001-6QQM10W12 CrocsClassic Clog CLR- Electric Pink/191448536371 Size M10 W12,10001-6QQM10W12 CrocsClassic Clog CLR- Electric Pink/191448536371 Size M10 W12,FBALYB Amazon,-5,-5,0,0,0,0
,10001-6QQM4W6 CrocsClassic Clog CLR- Electric Pink/191448441101 Size M4 W6,10001-6QQM4W6 CrocsClassic Clog CLR- Electric Pink/191448441101 Size M4 W6,FBALYB Amazon,15,15,0,0,0,0
,10001-6QQM5W7 CrocsClassic Clog CLR- Electric Pink/191448441118 Size M5 W7,10001-6QQM5W7 CrocsClassic Clog CLR- Electric Pink/191448441118 Size M5 W7,FBALYB Amazon,47,40,7,0,7,0
,10001-6QQM6W8 CrocsClassic Clog CLR- Electric Pink/191448441125 Size M6 W8,10001-6QQM6W8 CrocsClassic Clog CLR- Electric Pink/191448441125 Size M6 W8,FBALYB Amazon,83,72,11,0,11,0
,10001-6QQM7W9 CrocsClassic Clog CLR- Electric Pink/191448441132 Size M7 W9,10001-6QQM7W9 CrocsClassic Clog CLR- Electric Pink/191448441132 Size M7 W9,Default Ridgefield,24,24,0,0,0,0
,10001-6QQM7W9 CrocsClassic Clog CLR- Electric Pink/191448441132 Size M7 W9,10001-6QQM7W9 CrocsClassic Clog CLR- Electric Pink/191448441132 Size M7 W9,FBALYB Amazon,33,25,8,0,8,0
,10001-6QQM8W10 CrocsClassic Clog CLR- Electric Pink/191448441149 Size M8 W10,10001-6QQM8W10 CrocsClassic Clog CLR- Electric Pink/191448441149 Size M8 W10,FBALYB Amazon,-3,-5,2,0,2,0
,10001-6QQM9W11 CrocsClassic Clog CLR- Electric Pink/191448441156 Size M9 W11,10001-6QQM9W11 CrocsClassic Clog CLR- Electric Pink/191448441156 Size M9 W11,FBALYB Amazon,-9,-9,0,0,0,0
,10001-6SLM10W12 CrocsClassic Clog CLR- Fresco/191448651517 Size M10 W12,10001-6SLM10W12 CrocsClassic Clog CLR- Fresco/191448651517 Size M10 W12,FBALYB Amazon,5,4,1,0,1,0
,10001-6SLM12 CrocsClassic Clog CLR- Fresco/191448651531 Size M12 W14,10001-6SLM12 CrocsClassic Clog CLR- Fresco/191448651531 Size M12 W14,FBALYB Amazon,5,4,1,0,1,0
,10001-6SLM4W6 CrocsClassic Clog CLR- Fresco/191448651579 Size M4 W6,10001-6SLM4W6 CrocsClassic Clog CLR- Fresco/191448651579 Size M4 W6,FBALYB Amazon,-1,-1,0,0,0,0
,10001-6SLM6W8 CrocsClassic Clog CLR- Fresco/191448651593 Size M6 W8,10001-6SLM6W8 CrocsClassic Clog CLR- Fresco/191448651593 Size M6 W8,FBALYB Amazon,-5,-5,0,0,0,0
,10001-6SLM7W9 CrocsClassic Clog CLR- Fresco/191448651609 Size M7 W9,10001-6SLM7W9 CrocsClassic Clog CLR- Fresco/191448651609 Size M7 W9,FBALYB Amazon,-2,-2,0,0,0,0
,10001-6SLM8W10 CrocsClassic Clog CLR- Fresco/191448651616 Size M8 W10,10001-6SLM8W10 CrocsClassic Clog CLR- Fresco/191448651616 Size M8 W10,FBALYB Amazon,-4,-4,0,0,0,0
,10001-6SLM9W11 CrocsClassic Clog CLR- Fresco/191448651623 Size M9 W11,10001-6SLM9W11 CrocsClassic Clog CLR- Fresco/191448651623 Size M9 W11,FBALYB Amazon,-3,-3,0,0,0,0
,10001-7C1M10W12 CrocsClassic Clog CLR- Lemon/887350753707 Size M10 W12,10001-7C1M10W12 CrocsClassic Clog CLR- Lemon/887350753707 Size M10 W12,Default Ridgefield,1,1,0,0,0,0
,10001-7C1M10W12 CrocsClassic Clog CLR- Lemon/887350753707 Size M10 W12,10001-7C1M10W12 CrocsClassic Clog CLR- Lemon/887350753707 Size M10 W12,FBALYB Amazon,56,37,19,127,19,0
,10001-7C1M11 CrocsClassic Clog CLR- Lemon/887350753714 Size M11 W13,10001-7C1M11 CrocsClassic Clog CLR- Lemon/887350753714 Size M11 W13,FBALYB Amazon,-7,-7,0,0,0,0
,10001-7C1M12 CrocsClassic Clog CLR- Lemon/887350753721 Size M12 W14,10001-7C1M12 CrocsClassic Clog CLR- Lemon/887350753721 Size M12 W14,FBALYB Amazon,-5,-5,0,0,0,0
,10001-7C1M4W6 CrocsClassic Clog CLR- Lemon/887350753783 Size M4 W6,10001-7C1M4W6 CrocsClassic Clog CLR- Lemon/887350753783 Size M4 W6,Default Ridgefield,1,1,0,0,0,0
